zone,area,sub_area,pole,config_code,config_name,longitude,latitude
City,Barrio Logan,2900 ADDISON ST,ADN-2912,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.230904,32.721670
City,Barrio Logan,2900 ADDISON ST,ADN-2914,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.230913,32.721575
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145178,32.700353
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1005,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145178,32.700352
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1011,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145349,32.700155
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1013,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145405,32.700107
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1015,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145539,32.699987
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1017,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145540,32.699985
City,Barrio Logan,1000 CESAR CHAVEZ WAY,CC-1019,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145545,32.699981
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145973,32.699544
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145973,32.699545
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146065,32.699490
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146065,32.699491
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145915,32.699629
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1115,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.145978,32.699501
City,Barrio Logan,1100 CESAR CHAVEZ WAY,CC-1117,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146053,32.699556
City,Barrio Logan,1800 MAIN ST,MN-1827,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147804,32.699751
City,Barrio Logan,1800 MAIN ST,MN-1829,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147282,32.699391
City,Barrio Logan,2800 MAIN ST,MN-2808,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133469,32.692883
City,Barrio Logan,2800 MAIN ST,MN-2812,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133316,32.692886
City,Barrio Logan,2800 MAIN ST,MN-2814,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.133124,32.692890
City,Barrio Logan,2800 MAIN ST,MN-2816,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132968,32.692891
City,Barrio Logan,2800 MAIN ST,MN-2824,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132815,32.692891
City,Barrio Logan,2800 MAIN ST,MN-2826,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132661,32.692892
City,Barrio Logan,2800 MAIN ST,MN-2828,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132508,32.692892
City,Barrio Logan,2800 MAIN ST,MN-2830,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132354,32.692892
City,Barrio Logan,2800 MAIN ST,MN-2838,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132162,32.692892
City,Barrio Logan,2800 MAIN ST,MN-2840,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.132009,32.692892
City,Barrio Logan,2800 MAIN ST,MN-2842,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.131855,32.692893
City,Barrio Logan,1700 NATIONAL AVE,NL-1701,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.148149,32.702693
City,Barrio Logan,1700 NATIONAL AVE,NL-1703,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147903,32.702524
City,Barrio Logan,1700 NATIONAL AVE,NL-1711,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147627,32.702333
City,Barrio Logan,1700 NATIONAL AVE,NL-1713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147382,32.702164
City,Barrio Logan,1700 NATIONAL AVE,NL-1749,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.147137,32.701994
City,Barrio Logan,1700 NATIONAL AVE,NL-1751,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.146234,32.701368
City,Barrio Logan,2900 NATIONAL AVE,NL-2928,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.130042,32.696027
City,Midtown,2700 KETTNER BLVD,KT-2700,12494,PBP Pilot Copy of Config 9000,-117.172983,32.732113
City,Midtown,2700 KETTNER BLVD,KT-2702,12494,PBP Pilot Copy of Config 9000,-117.173028,32.732216
City,Midtown,2700 KETTNER BLVD,KT-2704,12494,PBP Pilot Copy of Config 9000,-117.173073,32.732320
City,Midtown,2700 KETTNER BLVD,KT-2706,12494,PBP Pilot Copy of Config 9000,-117.173124,32.732438
City,Midtown,2700 KETTNER BLVD,KT-2708,12494,PBP Pilot Copy of Config 9000,-117.173168,32.732538
City,Midtown,2700 KETTNER BLVD,KT-2710,12494,PBP Pilot Copy of Config 9000,-117.173218,32.732636
City,Midtown,2800 KETTNER BLVD,KT-2810,12494,PBP Pilot Copy of Config 9000,-117.173579,32.733112
City,Midtown,2900 PACIFIC HIGHWAY,P-2908,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175529,32.732736
City,Midtown,2900 PACIFIC HIGHWAY,P-2910,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175601,32.732818
City,Midtown,2900 PACIFIC HIGHWAY,P-2912,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175691,32.732920
City,Midtown,2900 PACIFIC HIGHWAY,P-2914,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175763,32.733003
City,Midtown,2900 PACIFIC HIGHWAY,P-2916,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175854,32.733105
City,Midtown,2900 PACIFIC HIGHWAY,P-2918,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.175926,32.733187
City,Midtown,2900 PACIFIC HIGHWAY,P-2920,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176016,32.733290
City,Midtown,2900 PACIFIC HIGHWAY,P-2922,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176088,32.733372
City,Midtown,2900 PACIFIC HIGHWAY,P-2924,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176178,32.733474
City,Midtown,2900 PACIFIC HIGHWAY,P-2926,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.176250,32.733556
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3801,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186080,32.741370
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3803,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186292,32.741456
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3805,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186504,32.741543
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3811,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186869,32.741690
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3813,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186921,32.741710
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3815,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186974,32.741730
City,Mission Hills,3800 PACIFIC HIGHWAY,P-3821,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.187026,32.741751
City,Mission Hills,2700 SHELTER ISLAND DR,S-2707,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228565,32.721025
City,Mission Hills,2700 SHELTER ISLAND DR,S-2712,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228530,32.721192
City,Mission Hills,2700 SHELTER ISLAND DR,S-2713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228706,32.721110
City,Mission Hills,2700 SHELTER ISLAND DR,S-2714,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228681,32.721284
City,Mission Hills,2700 SHELTER ISLAND DR,S-2717,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228847,32.721195
City,Mission Hills,2700 SHELTER ISLAND DR,S-2720,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.228823,32.721369
City,Mission Hills,3400 SUTHERLAND ST,SU-3409,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186253,32.741676
City,Mission Hills,3400 SUTHERLAND ST,SU-3411,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186204,32.741749
City,Mission Hills,3400 SUTHERLAND ST,SU-3415,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.186159,32.741817
City,Mission Hills,800 WEST MISSION BLVD,WMB-826,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.250691,32.772103
City,Mission Hills,800 WEST MISSION BLVD,WMB-828,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.250206,32.772115
City,Mission Hills,800 WEST MISSION BLVD,WMB-838,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249852,32.772123
City,Mission Hills,800 WEST MISSION BLVD,WMB-840,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.249702,32.772126
Downtown,Core-Columbia,Hospitality Zone,1-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163929,32.715904
Downtown,Core-Columbia,Hospitality Zone,1-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163930,32.716037
Downtown,Core-Columbia,Hospitality Zone,1-1008,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163931,32.716169
Downtown,Core-Columbia,Hospitality Zone,1-1020,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.717890
Downtown,Core-Columbia,Hospitality Zone,1-1310,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163951,32.719024
Downtown,Core-Columbia,Hospitality Zone,1-1312,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163952,32.719161
Downtown,Core-Columbia,Hospitality Zone,1-1313,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163770,32.719298
Downtown,Core-Columbia,Hospitality Zone,1-1314,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163953,32.719453
Downtown,Core-Columbia,Hospitality Zone,1-1315,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719571
Downtown,Core-Columbia,Hospitality Zone,1-1317,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.163772,32.719707
Downtown,Core-Columbia,Hospitality Zone,2-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162852,32.718951
Downtown,Core-Columbia,Hospitality Zone,2-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719029
Downtown,Core-Columbia,Hospitality Zone,2-1307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162853,32.719088
Downtown,Core-Columbia,Hospitality Zone,2-1309,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162854,32.719166
Downtown,Core-Columbia,Hospitality Zone,2-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162854,32.719224
Downtown,Core-Columbia,Hospitality Zone,2-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.154110,32.714712
Downtown,Core-Columbia,Hospitality Zone,2-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162856,32.719380
Downtown,Core-Columbia,Hospitality Zone,2-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163038,32.719457
Downtown,Core-Columbia,Hospitality Zone,2-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162857,32.719516
Downtown,Core-Columbia,Hospitality Zone,2-1318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163039,32.719593
Downtown,Core-Columbia,Hospitality Zone,2-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163040,32.719652
Downtown,Core-Columbia,Hospitality Zone,2-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163040,32.719730
Downtown,Core-Columbia,Hospitality Zone,2-1323,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162859,32.719789
Downtown,Core-Columbia,Hospitality Zone,3-1001,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161914,32.715859
Downtown,Core-Columbia,Hospitality Zone,3-1003,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161917,32.715975
Downtown,Core-Columbia,Hospitality Zone,3-1005,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161920,32.716071
Downtown,Core-Columbia,Hospitality Zone,3-1007,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161924,32.716187
Downtown,Core-Columbia,Hospitality Zone,3-1014,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162110,32.716299
Downtown,Core-Columbia,Hospitality Zone,3-1016,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162113,32.716396
Downtown,Core-Columbia,Hospitality Zone,3-1018,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162117,32.716512
Downtown,Core-Columbia,Hospitality Zone,3-1020,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162120,32.716609
Downtown,Core-Columbia,Hospitality Zone,3-1116,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162126,32.717139
Downtown,Core-Columbia,Hospitality Zone,3-1118,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162127,32.717447
Downtown,Core-Columbia,Hospitality Zone,3-1203,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.717954
Downtown,Core-Columbia,Hospitality Zone,3-1205,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718069
Downtown,Core-Columbia,Hospitality Zone,3-1207,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718164
Downtown,Core-Columbia,Hospitality Zone,3-1209,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161947,32.718279
Downtown,Core-Columbia,Hospitality Zone,3-1218,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162129,32.718393
Downtown,Core-Columbia,Hospitality Zone,3-1220,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161278,32.717890
Downtown,Core-Columbia,Hospitality Zone,3-1221,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718489
Downtown,Core-Columbia,Hospitality Zone,3-1223,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161948,32.718584
Downtown,Core-Columbia,Hospitality Zone,3-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162130,32.718957
Downtown,Core-Columbia,Hospitality Zone,3-1301,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161949,32.719016
Downtown,Core-Columbia,Hospitality Zone,3-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.719074
Downtown,Core-Columbia,Hospitality Zone,3-1303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161949,32.719132
Downtown,Core-Columbia,Hospitality Zone,3-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162131,32.719210
Downtown,Core-Columbia,Hospitality Zone,3-1305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161950,32.719249
Downtown,Core-Columbia,Hospitality Zone,3-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719326
Downtown,Core-Columbia,Hospitality Zone,3-1308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719384
Downtown,Core-Columbia,Hospitality Zone,3-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162132,32.719443
Downtown,Core-Columbia,Hospitality Zone,3-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719501
Downtown,Core-Columbia,Hospitality Zone,3-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161951,32.719560
Downtown,Core-Columbia,Hospitality Zone,3-1314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719637
Downtown,Core-Columbia,Hospitality Zone,3-1316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162133,32.719695
Downtown,Core-Columbia,Hospitality Zone,3-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162134,32.719754
Downtown,Core-Columbia,Hospitality Zone,3-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162134,32.719812
Downtown,Core-Columbia,1000 Fourth Ave,4-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161004,32.715989
Downtown,Core-Columbia,1000 Fourth Ave,4-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161006,32.716244
Downtown,Core-Columbia,1000 Fourth Ave,4-1019,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161007,32.716479
Downtown,Core-Columbia,1200 Fourth Ave,4-1204,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161204,32.717980
Downtown,Core-Columbia,1200 Fourth Ave,4-1206,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161205,32.718075
Downtown,Core-Columbia,1200 Fourth Ave,4-1208,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161206,32.718190
Downtown,Core-Columbia,1200 Fourth Ave,4-1210,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161207,32.718285
Downtown,Core-Columbia,1200 Fourth Ave,4-1216,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161208,32.718399
Downtown,Core-Columbia,1200 Fourth Ave,4-1218,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161209,32.718495
Downtown,Core-Columbia,1200 Fourth Ave,4-1222,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161211,32.718609
Downtown,Core-Columbia,1200 Fourth Ave,4-1224,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.161212,32.718705
Downtown,Core-Columbia,1300 Fourth Ave,4-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161214,32.719002
Downtown,Core-Columbia,1300 Fourth Ave,4-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161215,32.719099
Downtown,Core-Columbia,1300 Fourth Ave,4-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161216,32.719196
Downtown,Core-Columbia,1300 Fourth Ave,4-1306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161216,32.719293
Downtown,Core-Columbia,1300 Fourth Ave,4-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161035,32.719391
Downtown,Core-Columbia,1300 Fourth Ave,4-1315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161036,32.719488
Downtown,Core-Columbia,1300 Fourth Ave,4-1317,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161036,32.719584
Downtown,Core-Columbia,1300 Fourth Ave,4-1319,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161037,32.719681
Downtown,Core-Columbia,1300 Fourth Ave,4-1321,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161038,32.719778
Downtown,Core-Columbia,1000 Fifth Ave,5-1002,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159991,32.716231
Downtown,Core-Columbia,1000 Fifth Ave,5-1004,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159990,32.716232
Downtown,Core-Columbia,1000 Fifth Ave,5-1006,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159989,32.716230
Downtown,Core-Columbia,1300 Fifth Ave,5-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160288,32.719007
Downtown,Core-Columbia,1300 Fifth Ave,5-1311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160107,32.719104
Downtown,Core-Columbia,1300 Fifth Ave,5-1313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160108,32.719200
Downtown,Core-Columbia,1300 Fifth Ave,5-1314,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160291,32.719295
Downtown,Core-Columbia,1300 Fifth Ave,5-1316,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160292,32.719391
Downtown,Core-Columbia,1300 Fifth Ave,5-1317,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160111,32.719488
Downtown,Core-Columbia,1300 Fifth Ave,5-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160294,32.719583
Downtown,Core-Columbia,1300 Fifth Ave,5-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160295,32.719678
Downtown,Core-Columbia,1300 Fifth Ave,5-1323,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160114,32.719776
Downtown,Core-Columbia,1000 Sixth Ave,6-1011,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159183,32.715901
Downtown,Core-Columbia,1000 Sixth Ave,6-1013,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159184,32.716037
Downtown,Core-Columbia,1000 Sixth Ave,6-1015,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159186,32.716173
Downtown,Core-Columbia,1300 Sixth Ave,6-1300,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159396,32.718972
Downtown,Core-Columbia,1300 Sixth Ave,6-1301,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159214,32.719011
Downtown,Core-Columbia,1300 Sixth Ave,6-1302,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719067
Downtown,Core-Columbia,1300 Sixth Ave,6-1303,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159215,32.719125
Downtown,Core-Columbia,1300 Sixth Ave,6-1304,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719181
Downtown,Core-Columbia,1300 Sixth Ave,6-1305,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159215,32.719220
Downtown,Core-Columbia,1300 Sixth Ave,6-1306,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159397,32.719277
Downtown,Core-Columbia,1300 Sixth Ave,6-1307,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719334
Downtown,Core-Columbia,1300 Sixth Ave,6-1308,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159398,32.719391
Downtown,Core-Columbia,1300 Sixth Ave,6-1309,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719429
Downtown,Core-Columbia,1300 Sixth Ave,6-1311,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719486
Downtown,Core-Columbia,1300 Sixth Ave,6-1317,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159216,32.719544
Downtown,Core-Columbia,1300 Sixth Ave,6-1318,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.719600
Downtown,Core-Columbia,1300 Sixth Ave,6-1319,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719639
Downtown,Core-Columbia,1300 Sixth Ave,6-1320,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159399,32.719714
Downtown,Core-Columbia,1300 Sixth Ave,6-1321,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159217,32.719753
Downtown,Core-Columbia,1300 Sixth Ave,6-1322,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159400,32.719809
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1104,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158451,32.716897
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1106,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.716974
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1112,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717051
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1113,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158270,32.717110
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1114,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158452,32.717186
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1115,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717264
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1116,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158453,32.717341
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1117,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158271,32.717399
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1118,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158454,32.717495
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1119,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158272,32.717553
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1121,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158272,32.717630
Downtown,Core-Columbia,1100 SEVENTH  AVE,7-1124,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158455,32.717707
Downtown,Core-Columbia,1100 EIGHTH  AVE,8-1101,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157356,32.716861
Downtown,Core-Columbia,1100 EIGHTH  AVE,8-1102,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157538,32.716937
