zone,area,sub_area,pole,config_code,config_name,longitude,latitude
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1524,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157573,32.721558
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1526,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157574,32.721635
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1528,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157575,32.721731
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1530,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157576,32.721808
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1532,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157577,32.721885
Downtown,Cortez Hill,1500 EIGHTH AVE,8-1534,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157501,32.721657
Downtown,Cortez Hill,1300 NINTH AVE,9-1300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156656,32.719023
Downtown,Cortez Hill,1300 NINTH AVE,9-1302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156657,32.719099
Downtown,Cortez Hill,1300 NINTH AVE,9-1304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156657,32.719193
Downtown,Cortez Hill,1300 NINTH AVE,9-1310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156658,32.719269
Downtown,Cortez Hill,1300 NINTH AVE,9-1312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156658,32.719363
Downtown,Cortez Hill,1300 NINTH AVE,9-1318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156659,32.719439
Downtown,Cortez Hill,1300 NINTH AVE,9-1320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156660,32.719533
Downtown,Cortez Hill,1300 NINTH AVE,9-1322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156660,32.719609
Downtown,Cortez Hill,1300 NINTH AVE,9-1324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156661,32.719703
Downtown,Cortez Hill,1300 NINTH AVE,9-1326,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.156661,32.719779
Downtown,Cortez Hill,1400 NINTH AVE,9-1412,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156664,32.720073
Downtown,Cortez Hill,1400 NINTH AVE,9-1414,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156664,32.720208
Downtown,Cortez Hill,1400 NINTH AVE,9-1416,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156665,32.720323
Downtown,Cortez Hill,1400 NINTH AVE,9-1418,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156666,32.720439
Downtown,Cortez Hill,1400 NINTH AVE,9-1420,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156667,32.720554
Downtown,Cortez Hill,1400 NINTH AVE,9-1422,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156668,32.720689
Downtown,Cortez Hill,1400 NINTH AVE,9-1426,9459,9 Hour Max $0.50 HR 8am-6pm Mon-Sat,-117.156669,32.720804
Downtown,Cortez Hill,300 A Street,A-300N,13178,MSPM 4 Hour Max $1.00 HR 8am-6pm Mon-Sat,-117.161511,32.718869
Downtown,Cortez Hill,300 A Street,A-300S,13178,MSPM 4 Hour Max $1.00 HR 8am-6pm Mon-Sat,-117.161542,32.718764
Downtown,Cortez Hill,400 A St,A-400,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160957,32.718931
Downtown,Cortez Hill,400 A St,A-407,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160837,32.718778
Downtown,Cortez Hill,400 A St,A-409,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160718,32.718779
Downtown,Cortez Hill,400 A St,A-411,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160598,32.718780
Downtown,Cortez Hill,400 A St,A-413,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160479,32.718781
Downtown,Cortez Hill,400 A St,A-415,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160360,32.718781
Downtown,Cortez Hill,500 A St,A-501,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.160052,32.718783
Downtown,Cortez Hill,500 A St,A-502,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159939,32.718938
Downtown,Cortez Hill,500 A St,A-504,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159841,32.718938
Downtown,Cortez Hill,500 A St,A-506,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159742,32.718938
Downtown,Cortez Hill,500 A St,A-510,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159644,32.718939
Downtown,Cortez Hill,500 A St,A-514,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159530,32.718939
Downtown,Cortez Hill,500 A St,A-516,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159431,32.718940
Downtown,Cortez Hill,600 A ST,A-600,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159156,32.718941
Downtown,Cortez Hill,600 A ST,A-601,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159052,32.718788
Downtown,Cortez Hill,600 A ST,A-603,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158949,32.718788
Downtown,Cortez Hill,600 A ST,A-605,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158829,32.718789
Downtown,Cortez Hill,600 A ST,A-607,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158726,32.718789
Downtown,Cortez Hill,600 A ST,A-609,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158623,32.718789
Downtown,Cortez Hill,600 A ST,A-614,9457,1 Hour Max $1.25 HR 8am-4pm Mon-Sat,-117.158504,32.718944
Downtown,Cortez Hill,700 A ST,A-700,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.158209,32.718946
Downtown,Cortez Hill,700 A ST,A-702,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.158092,32.718947
Downtown,Cortez Hill,700 A ST,A-708,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157974,32.718947
Downtown,Cortez Hill,700 A ST,A-710,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157840,32.718948
Downtown,Cortez Hill,700 A ST,A-712,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157723,32.718949
Downtown,Cortez Hill,700 A ST,A-714,12466,2 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157605,32.718950
Downtown,Cortez Hill,800 A ST,A-800,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157348,32.718952
Downtown,Cortez Hill,800 A ST,A-806,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.157102,32.718953
Downtown,Cortez Hill,800 A ST,A-808,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.156970,32.718953
Downtown,Cortez Hill,800 A ST,A-810,12468,1 Hour Max $1.25 HR 8am-4pm Mon-Fri 8am-6pm Sat,-117.156839,32.718954
Downtown,Cortez Hill,100 ASH ST,AH-109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163617,32.719820
Downtown,Cortez Hill,100 ASH ST,AH-111,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163398,32.719821
Downtown,Cortez Hill,100 ASH ST,AH-113,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.163197,32.719822
Downtown,Cortez Hill,200 ASH ST,AH-201,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162838,32.719824
Downtown,Cortez Hill,200 ASH ST,AH-203,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162755,32.719824
Downtown,Cortez Hill,200 ASH ST,AH-204,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162672,32.719978
Downtown,Cortez Hill,200 ASH ST,AH-206,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162606,32.719979
Downtown,Cortez Hill,200 ASH ST,AH-208,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162522,32.719979
Downtown,Cortez Hill,200 ASH ST,AH-209,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162455,32.719825
Downtown,Cortez Hill,200 ASH ST,AH-210,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162372,32.719980
Downtown,Cortez Hill,200 ASH ST,AH-211,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162305,32.719826
Downtown,Cortez Hill,200 ASH ST,AH-213,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162238,32.719826
Downtown,Cortez Hill,200 ASH ST,AH-215,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162155,32.719827
Downtown,Cortez Hill,300 ASH ST,AH-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161914,32.719982
Downtown,Cortez Hill,300 ASH ST,AH-303,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161846,32.719828
Downtown,Cortez Hill,300 ASH ST,AH-305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161779,32.719828
Downtown,Cortez Hill,300 ASH ST,AH-306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161696,32.719983
Downtown,Cortez Hill,300 ASH ST,AH-307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161628,32.719829
Downtown,Cortez Hill,300 ASH ST,AH-311,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161544,32.719829
Downtown,Cortez Hill,300 ASH ST,AH-312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161461,32.719984
Downtown,Cortez Hill,300 ASH ST,AH-313,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161393,32.719830
Downtown,Cortez Hill,300 ASH ST,AH-314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161310,32.719984
Downtown,Cortez Hill,300 ASH ST,AH-315,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161242,32.719831
Downtown,Cortez Hill,400 ASH ST,AH-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160998,32.719984
Downtown,Cortez Hill,400 ASH ST,AH-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160930,32.719984
Downtown,Cortez Hill,400 ASH ST,AH-403,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160864,32.719830
Downtown,Cortez Hill,400 ASH ST,AH-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160778,32.719983
Downtown,Cortez Hill,400 ASH ST,AH-405,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160711,32.719829
Downtown,Cortez Hill,400 ASH ST,AH-407,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160626,32.719829
Downtown,Cortez Hill,400 ASH ST,AH-410,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160540,32.719982
Downtown,Cortez Hill,400 ASH ST,AH-412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160472,32.719982
Downtown,Cortez Hill,400 ASH ST,AH-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160406,32.719828
Downtown,Cortez Hill,400 ASH ST,AH-414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160320,32.719981
Downtown,Cortez Hill,500 ASH ST,AH-501,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160096,32.719826
Downtown,Cortez Hill,500 ASH ST,AH-502,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160013,32.719980
Downtown,Cortez Hill,500 ASH ST,AH-503,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159948,32.719826
Downtown,Cortez Hill,500 ASH ST,AH-504,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159864,32.719979
Downtown,Cortez Hill,500 ASH ST,AH-505,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159799,32.719825
Downtown,Cortez Hill,500 ASH ST,AH-506,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159716,32.719979
Downtown,Cortez Hill,500 ASH ST,AH-507,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159651,32.719824
Downtown,Cortez Hill,500 ASH ST,AH-513,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159569,32.719824
Downtown,Cortez Hill,500 ASH ST,AH-515,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159503,32.719824
Downtown,Cortez Hill,500 ASH ST,AH-517,9115,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.159420,32.719823
Downtown,Cortez Hill,600 ASH ST,AH-604,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.159092,32.719976
Downtown,Cortez Hill,600 ASH ST,AH-606,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.158922,32.719975
Downtown,Cortez Hill,600 ASH ST,AH-613,9116,30 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.158752,32.719820
Downtown,Cortez Hill,600 ASH ST,AH-615,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158582,32.719819
Downtown,Cortez Hill,700 ASH ST,AH-703,8999,1 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158168,32.719820
Downtown,Cortez Hill,700 ASH ST,AH-711,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158000,32.719821
Downtown,Cortez Hill,700 ASH ST,AH-713,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157832,32.719822
Downtown,Cortez Hill,700 ASH ST,AH-715,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157665,32.719824
Downtown,Cortez Hill,200 BEECH ST,BE-201,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162708,32.720855
Downtown,Cortez Hill,200 BEECH ST,BE-215,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162491,32.720856
Downtown,Cortez Hill,200 BEECH ST,BE-217,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162290,32.720857
Downtown,Cortez Hill,300 BEECH ST,BE-300,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161933,32.721012
Downtown,Cortez Hill,300 BEECH ST,BE-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161883,32.721012
Downtown,Cortez Hill,300 BEECH ST,BE-304,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161817,32.721013
Downtown,Cortez Hill,300 BEECH ST,BE-306,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161767,32.721013
Downtown,Cortez Hill,300 BEECH ST,BE-308,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161701,32.721013
Downtown,Cortez Hill,300 BEECH ST,BE-310,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161651,32.721013
Downtown,Cortez Hill,300 BEECH ST,BE-312,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161584,32.721014
Downtown,Cortez Hill,300 BEECH ST,BE-314,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161518,32.721014
Downtown,Cortez Hill,300 BEECH ST,BE-316,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161468,32.721014
Downtown,Cortez Hill,300 BEECH ST,BE-318,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161402,32.721015
Downtown,Cortez Hill,300 BEECH ST,BE-320,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161352,32.721015
Downtown,Cortez Hill,300 BEECH ST,BE-322,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161286,32.721015
Downtown,Cortez Hill,300 BEECH ST,BE-324,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161236,32.721015
Downtown,Cortez Hill,400 BEECH ST,BE-400,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160974,32.721101
Downtown,Cortez Hill,400 BEECH ST,BE-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160910,32.721076
Downtown,Cortez Hill,400 BEECH ST,BE-403,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160958,32.720862
Downtown,Cortez Hill,400 BEECH ST,BE-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160770,32.721028
Downtown,Cortez Hill,400 BEECH ST,BE-405,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160890,32.720862
Downtown,Cortez Hill,400 BEECH ST,BE-406,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160804,32.721040
Downtown,Cortez Hill,400 BEECH ST,BE-407,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160822,32.720862
Downtown,Cortez Hill,400 BEECH ST,BE-412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160669,32.721016
Downtown,Cortez Hill,400 BEECH ST,BE-414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160533,32.721017
Downtown,Cortez Hill,400 BEECH ST,BE-416,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160379,32.721017
Downtown,Cortez Hill,400 BEECH ST,BE-418,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160311,32.721017
Downtown,Cortez Hill,700 BEECH ST,BE-702,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158277,32.721020
Downtown,Cortez Hill,700 BEECH ST,BE-703,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158226,32.720866
Downtown,Cortez Hill,700 BEECH ST,BE-704,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158143,32.721021
Downtown,Cortez Hill,700 BEECH ST,BE-705,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158092,32.720867
Downtown,Cortez Hill,700 BEECH ST,BE-706,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.158026,32.721021
Downtown,Cortez Hill,700 BEECH ST,BE-708,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157959,32.721021
Downtown,Cortez Hill,700 BEECH ST,BE-710,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157891,32.721022
Downtown,Cortez Hill,700 BEECH ST,BE-712,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157824,32.721022
Downtown,Cortez Hill,700 BEECH ST,BE-714,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157757,32.721022
Downtown,Cortez Hill,700 BEECH ST,BE-715,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157706,32.720869
Downtown,Cortez Hill,700 BEECH ST,BE-716,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157640,32.721023
Downtown,Cortez Hill,700 BEECH ST,BE-717,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.157572,32.720869
Downtown,Cortez Hill,800 BEECH ST,BE-803,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.157365,32.720870
Downtown,Cortez Hill,800 BEECH ST,BE-805,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.157282,32.720871
Downtown,Cortez Hill,800 BEECH ST,BE-807,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.157216,32.720871
Downtown,Cortez Hill,800 BEECH ST,BE-809,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.157134,32.720872
Downtown,Cortez Hill,800 BEECH ST,BE-811,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.157068,32.720873
Downtown,Cortez Hill,800 BEECH ST,BE-813,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.156985,32.720873
Downtown,Cortez Hill,800 BEECH ST,BE-815,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.156920,32.720874
Downtown,Cortez Hill,800 BEECH ST,BE-817,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.156837,32.720874
Downtown,Cortez Hill,800 BEECH ST,BE-819,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.156771,32.720875
Downtown,Cortez Hill,800 BEECH ST,BE-821,9464,9 Hour Max $0.50 HR 8am-6pm Mon-Sat.,-117.156689,32.720875
Downtown,Cortez Hill,200 CEDAR ST,CE-201,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162831,32.721900
Downtown,Cortez Hill,200 CEDAR ST,CE-203,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162748,32.721900
Downtown,Cortez Hill,200 CEDAR ST,CE-205,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162664,32.721901
Downtown,Cortez Hill,200 CEDAR ST,CE-207,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162580,32.721902
Downtown,Cortez Hill,200 CEDAR ST,CE-209,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162496,32.721903
Downtown,Cortez Hill,200 CEDAR ST,CE-211,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162412,32.721904
Downtown,Cortez Hill,200 CEDAR ST,CE-213,9293,15 Min Max $1.25 HR 8am-6pm Mon-Sat,-117.162328,32.721905
Downtown,Cortez Hill,200 CEDAR ST,CE-214,9138,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162246,32.722060
Downtown,Cortez Hill,200 CEDAR ST,CE-216,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.162163,32.722060
Downtown,Cortez Hill,300 CEDAR ST,CE-302,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161906,32.722063
Downtown,Cortez Hill,300 CEDAR ST,CE-305,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161805,32.721910
Downtown,Cortez Hill,300 CEDAR ST,CE-307,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161706,32.721910
Downtown,Cortez Hill,300 CEDAR ST,CE-309,12467,2 Hour Max $1.25 HR 9am-6pm Mon-Fri 8am-6pm Sat,-117.161591,32.721911
Downtown,Cortez Hill,300 CEDAR ST,CE-311,12467,2 Hour Max $1.25 HR 9am-6pm Mon-Fri 8am-6pm Sat,-117.161492,32.721912
Downtown,Cortez Hill,300 CEDAR ST,CE-313,12467,2 Hour Max $1.25 HR 9am-6pm Mon-Fri 8am-6pm Sat,-117.161393,32.721913
Downtown,Cortez Hill,300 CEDAR ST,CE-315,12467,2 Hour Max $1.25 HR 9am-6pm Mon-Fri 8am-6pm Sat,-117.161294,32.721913
Downtown,Cortez Hill,400 CEDAR ST,CE-400,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.161003,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-402,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160918,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-404,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160816,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-408,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160731,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-410,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160629,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-412,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160543,32.722069
Downtown,Cortez Hill,400 CEDAR ST,CE-413,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160458,32.721915
Downtown,Cortez Hill,400 CEDAR ST,CE-414,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160356,32.722069
Downtown,Cortez Hill,500 CEDAR ST,CE-502,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160111,32.722068
Downtown,Cortez Hill,500 CEDAR ST,CE-503,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.160062,32.721914
Downtown,Cortez Hill,500 CEDAR ST,CE-504,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159976,32.722067
Downtown,Cortez Hill,500 CEDAR ST,CE-505,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159928,32.721913
Downtown,Cortez Hill,500 CEDAR ST,CE-507,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159861,32.721912
Downtown,Cortez Hill,500 CEDAR ST,CE-509,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159743,32.721911
Downtown,Cortez Hill,500 CEDAR ST,CE-510,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159709,32.722193
Downtown,Cortez Hill,500 CEDAR ST,CE-511,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159676,32.721910
Downtown,Cortez Hill,500 CEDAR ST,CE-512,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159724,32.722105
Downtown,Cortez Hill,500 CEDAR ST,CE-513,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159541,32.721909
Downtown,Cortez Hill,500 CEDAR ST,CE-514,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159472,32.722062
Downtown,Cortez Hill,500 CEDAR ST,CE-516,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.159405,32.722061
Downtown,East Village,1000	TENTH AVE,10-1001,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155529,32.715971
Downtown,East Village,1000	TENTH AVE,10-1003,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155530,32.716162
Downtown,East Village,1000	TENTH AVE,10-1005,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155531,32.716354
Downtown,East Village,1000	TENTH AVE,10-1023,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155533,32.716545
Downtown,East Village,1100	TENTH AVE,10-1103,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155535,32.716918
Downtown,East Village,1100	TENTH AVE,10-1105,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155536,32.717035
Downtown,East Village,1100	TENTH AVE,10-1107,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155536,32.717131
Downtown,East Village,1100	TENTH AVE,10-1109,9000,2 Hour Max $1.25 HR 8am-6pm Mon-Sat,-117.155537,32.717247
